incident_id,provider,severity,duration_minutes,timestamp,component_type,region
INC284,Provider_E,minor,35,2021-06-15T16:35:00Z,network,region_2
INC285,Provider_B,major,178,2021-06-19T00:00:00Z,compute,region_3
INC286,Provider_A,minor,42,2021-06-23T07:25:00Z,database,region_1
INC287,Provider_C,major,134,2021-06-27T14:50:00Z,network,region_4
INC288,Provider_D,minor,27,2021-07-01T22:15:00Z,compute,region_2
INC289,Provider_E,major,198,2021-07-05T05:40:00Z,storage,region_3
INC290,Provider_B,critical,467,2021-07-09T13:05:00Z,network,region_1
INC291,Provider_A,minor,33,2021-07-13T20:30:00Z,compute,region_2
INC292,Provider_C,major,167,2021-07-17T03:55:00Z,database,region_4
INC293,Provider_D,minor,38,2021-07-21T11:20:00Z,network,region_1
INC294,Provider_E,major,156,2021-07-25T18:45:00Z,compute,region_3
INC295,Provider_B,minor,23,2021-07-29T02:10:00Z,storage,region_2
INC296,Provider_A,major,189,2021-08-02T09:35:00Z,network,region_4
INC297,Provider_C,critical,534,2021-08-06T17:00:00Z,compute,region_1
INC298,Provider_D,minor,44,2021-08-10T00:25:00Z,database,region_2
INC299,Provider_E,major,145,2021-08-14T07:50:00Z,network,region_3
INC300,Provider_B,minor,29,2021-08-18T15:15:00Z,compute,region_1
INC301,Provider_A,major,178,2021-08-22T22:40:00Z,storage,region_4
INC302,Provider_C,minor,36,2021-08-26T06:05:00Z,network,region_2
INC303,Provider_D,major,134,2021-08-30T13:30:00Z,compute,region_3
INC304,Provider_E,critical,478,2021-09-03T20:55:00Z,database,region_1
INC305,Provider_B,minor,26,2021-09-07T04:20:00Z,network,region_2
INC306,Provider_A,major,198,2021-09-11T11:45:00Z,compute,region_4
INC307,Provider_C,minor,41,2021-09-15T19:10:00Z,storage,region_1
INC308,Provider_D,major,167,2021-09-19T02:35:00Z,network,region_3
INC309,Provider_E,minor,32,2021-09-23T10:00:00Z,compute,region_2
INC310,Provider_B,major,156,2021-09-27T17:25:00Z,database,region_4
INC311,Provider_A,critical,523,2021-10-01T00:50:00Z,network,region_1
INC312,Provider_C,minor,25,2021-10-05T08:15:00Z,compute,region_2
INC313,Provider_D,major,189,2021-10-09T15:40:00Z,storage,region_3
INC314,Provider_E,minor,43,2021-10-13T23:05:00Z,network,region_1
INC315,Provider_B,major,145,2021-10-17T06:30:00Z,compute,region_4
INC316,Provider_A,minor,28,2021-10-21T13:55:00Z,database,region_2
INC317,Provider_C,major,178,2021-10-25T21:20:00Z,network,region_3
INC318,Provider_D,critical,412,2021-10-29T04:45:00Z,compute,region_1
INC319,Provider_E,minor,37,2021-10-02T12:10:00Z,storage,region_2
INC320,Provider_B,major,134,2021-11-05T19:35:00Z,network,region_4
INC321,Provider_A,minor,22,2021-11-09T03:00:00Z,compute,region_1
INC322,Provider_C,major,198,2021-11-13T10:25:00Z,database,region_3
INC323,Provider_D,minor,45,2021-11-17T17:50:00Z,network,region_2
INC324,Provider_E,major,167,2021-11-21T01:15:00Z,compute,region_4
INC325,Provider_B,critical,489,2021-11-25T08:40:00Z,storage,region_1
INC326,Provider_A,minor,31,2021-11-29T16:05:00Z,network,region_2
INC327,Provider_C,major,156,2021-12-03T23:30:00Z,compute,region_3
INC328,Provider_D,minor,24,2021-12-07T06:55:00Z,database,region_1
INC329,Provider_E,major,189,2021-12-11T14:20:00Z,network,region_4
INC330,Provider_B,minor,39,2021-12-15T21:45:00Z,compute,region_2
INC331,Provider_A,major,145,2021-12-19T05:10:00Z,storage,region_3
INC332,Provider_C,critical,556,2021-12-23T12:35:00Z,network,region_1
INC333,Provider_D,minor,27,2021-12-27T20:00:00Z,compute,region_2
INC334,Provider_E,major,178,2021-12-31T03:25:00Z,database,region_4
INC335,Provider_B,minor,34,2020-06-15T10:50:00Z,network,region_1
INC336,Provider_A,major,134,2020-06-19T18:15:00Z,compute,region_3
INC337,Provider_C,minor,42,2020-06-23T01:40:00Z,storage,region_2
INC338,Provider_D,major,198,2020-06-27T09:05:00Z,network,region_4
INC339,Provider_E,critical,423,2020-07-01T16:30:00Z,compute,region_1
INC340,Provider_B,minor,26,2020-07-05T23:55:00Z,database,region_2
INC341,Provider_A,major,167,2020-07-09T07:20:00Z,network,region_3
INC342,Provider_C,minor,35,2020-07-13T14:45:00Z,compute,region_1
INC343,Provider_D,major,156,2020-07-17T22:10:00Z,storage,region_4
INC344,Provider_E,minor,23,2020-07-21T05:35:00Z,network,region_2
INC345,Provider_B,major,189,2020-07-25T13:00:00Z,compute,region_3
INC346,Provider_A,critical,512,2020-07-29T20:25:00Z,database,region_1
INC347,Provider_C,minor,44,2020-08-02T03:50:00Z,network,region_2
INC348,Provider_D,major,145,2020-08-06T11:15:00Z,compute,region_4
INC349,Provider_E,minor,29,2020-08-10T18:40:00Z,storage,region_1
INC350,Provider_B,major,178,2020-08-14T02:05:00Z,network,region_3
INC351,Provider_A,minor,36,2020-08-18T09:30:00Z,compute,region_2
INC352,Provider_C,major,134,2020-08-22T16:55:00Z,database,region_4
INC353,Provider_D,critical,467,2020-08-26T00:20:00Z,network,region_1
INC354,Provider_E,minor,21,2020-08-30T07:45:00Z,compute,region_2
INC355,Provider_B,major,198,2020-09-03T15:10:00Z,storage,region_3
INC356,Provider_A,minor,38,2020-09-07T22:35:00Z,network,region_1
INC357,Provider_C,major,167,2020-09-11T06:00:00Z,compute,region_4
INC358,Provider_D,minor,32,2020-09-15T13:25:00Z,database,region_2
